embedding_text,category,label,predicted_label,predicted_category
teama milk istanbouly cheese m Teama 250g,Dairy & Eggs,12,11,Cooking Ingredients
بتر كوكيز تيفانى بتر 405ج علبة,Biscuits & Cakes,4,35,"Tins, Jars & Packets"
ورق عنب فريش ورق,Vegetables & Fruits,36,6,Candles & Air Fresheners
نستلة براديس شيكولاتة نستلة 850جم,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
funday chocolate popcorn m Funday 60g,Chips & Crackers,7,11,Cooking Ingredients
جنرال منظف عام فواكه 700م جنرال,Cleaning Supplies,9,9,Cleaning Supplies
fcاكلاسير 8 سم بلاستيك Fcاكلاسير,Furniture,16,6,Candles & Air Fresheners
masr caf latte m Masr 28g,"Tea, Coffee & Hot Drinks",34,5,Breakfast Cereals & Bars
coffee brazilian light man Coffee,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
الوطنيه لانشون دجاج ساده الوطنيه 250جم,Beef & Processed Meat,3,27,Poultry
كونو جلاكسى كونو,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
نستلة مشروب جو خوخ نستلة 380ج,Soft Drinks & Juices,30,30,Soft Drinks & Juices
000 sauce garlic 3 (@0.00),"Sauces, Dressings & Condiments",29,11,Cooking Ingredients
cooks salt Cooks 450g,Cooking Ingredients,11,11,Cooking Ingredients
جنرال منظف ارضيات ي جنرال 370مل,Cleaning Supplies,9,9,Cleaning Supplies
كلوركس ابيض كلوركس زجاجة,Laundry & Detergents,20,30,Soft Drinks & Juices
جبنة فيتا عبورلاند جبنة 125جم,Dairy & Eggs,12,3,Beef & Processed Meat
smineral water Water,Water,38,38,Water
فريتو ورق عنب بالزيت فريتو 500جم,Vegetables & Fruits,36,18,Home Appliances
سوبر كلينتول منظف جميع الاغراض2 قطعه سوبر 1400مل,Cleaning Supplies,9,9,Cleaning Supplies
شيفي مكس كاتشب، رام شيفي 340ج,"Sauces, Dressings & Condiments",29,28,"Rice, Pasta & Pulses"
aquafina water Aquafina 600ml,Water,38,30,Soft Drinks & Juices
كيلو خل عادى كيلو,"Sauces, Dressings & Condiments",29,30,Soft Drinks & Juices
maya natural water 600 m20 Maya,Water,38,38,Water
كوكى هوت دوج 30قطعه كوكى,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
حلوى جيلي الكرز حلوى 180جم,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
wadi food pepper sliced Wadi 1KG,"Tins, Jars & Packets",35,11,Cooking Ingredients
شوبس رمان زجاج 250 م شوبس,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
essential everyday italian style bread crumbs Everyday 425g,Bakery,1,11,Cooking Ingredients
٢٤٠٠ ٦٠٠ ٤ قطعه صن توب مانجو عصير ٢٤.٠٠,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
مياه الوان زجاجة 1لتر زجاجة,Water,38,38,Water
بونيه حمام لوكس علبه بونيه,"Personal Care, Skin & Body Care",25,17,"Hair, Shower, Bath & Soap"
خيار معبأ خيار,Vegetables & Fruits,36,3,Beef & Processed Meat
food rose water Food 250Ml,Water,38,38,Water
فانتا برتقال 300 فانتا,Soft Drinks & Juices,30,28,"Rice, Pasta & Pulses"
حلوانى صدور ومى مدخنه حلوانى,Poultry,27,8,"Chocolates, Sweets & Desserts"
كوكاكولا كانز ستار كوكاكولا,Soft Drinks & Juices,30,7,Chips & Crackers
موز مستور موز,Vegetables & Fruits,36,8,"Chocolates, Sweets & Desserts"
جهينه جوافه 250م جهينه,Soft Drinks & Juices,30,23,Party Supplies And Gifts
allon aquafina 18.9 18.9G,Water,38,30,Soft Drinks & Juices
هولز حلوى جافه بالكرز، رام هولز 25.2ج,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
بسكويت الشمعدان الأصفر بحشو الشوكولاتة رام بسكويت 45ج,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
الاطيب ارز مصرى 5ك الاطيب,"Rice, Pasta & Pulses",28,8,"Chocolates, Sweets & Desserts"
yogurt Yogurt,Dairy & Eggs,12,30,Soft Drinks & Juices
classic tahini Tahini,"Sauces, Dressings & Condiments",29,37,Vegetables & Herbs
pringles sour cream chips Sour,Chips & Crackers,7,7,Chips & Crackers
بسكويت مكفتيز شوفان ذهبى بسكويت,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
lemin with mint juice With,Soft Drinks & Juices,30,30,Soft Drinks & Juices
عصير بيتى عصير 235مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
ion break milk chocolate raisins almonds amp hazelnuts Ion 85g,"Chocolates, Sweets & Desserts",8,5,Breakfast Cereals & Bars
جبنتي جبنة اسطنبولي تتر اباك جبنتي,Dairy & Eggs,12,28,"Rice, Pasta & Pulses"
فارمرز مشروم فطر كامل فارمرز 800جم,"Tins, Jars & Packets",35,3,Beef & Processed Meat
كنور شوربه كريمه مشروم7 كنور,"Tins, Jars & Packets",35,34,"Tea, Coffee & Hot Drinks"
حليب لاكتيل كامل الدسم حليب 1لتر,Dairy & Eggs,12,30,Soft Drinks & Juices
دولفين تونه دولفين 140ج,"Tins, Jars & Packets",35,20,Laundry & Detergents
بيض بيور بلدى مغلف 30ق بيض,Dairy & Eggs,12,5,Breakfast Cereals & Bars
بسكويت اوريو 2 هديه بسكويت,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
dobella pickled slices jalapino pepper ram Pepper 370G,"Tins, Jars & Packets",35,11,Cooking Ingredients
وجبة أوراك دجاج كوكي مع بطاطس 8 قطع وجبة,Poultry,27,11,Cooking Ingredients
اوريو بسكويت محشو بكريمه الفانيليا 3ق اوريو,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
مشروب مانجو بالحليب دانون داناو مشروب 235مل,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
بانزانى صوص مكرونه الاصلىا بانزانى 400جم,"Sauces, Dressings & Condiments",29,28,"Rice, Pasta & Pulses"
لبن بقرى كامل الد ١٨٠٠ ١ ١٨٠٠ لبن,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
شوكولاتة داكنة كورنيه 60 ليندت شوكولاتة,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
علبه مشكل لوكس 27 ق علبه,Sweets & Desserts,33,35,"Tins, Jars & Packets"
ريجينا مكرونه شريط ريجينا 1كجم,"Rice, Pasta & Pulses",28,28,"Rice, Pasta & Pulses"
لانشون ميتكو بالبسطرمه وزن لانشون,Beef & Processed Meat,3,2,Beef & Lamb Meat
دساني مياة طبيعية من 12 دساني 1.5لتر عبوة,Water,38,11,Cooking Ingredients
كاليفورنيا سردين مغربى بالشطه كاليفورنيا 125ج,"Tins, Jars & Packets",35,6,Candles & Air Fresheners
سمبوسك جبنة من شتورا رام سمبوسك 320ج,Bakery,1,19,"Jams, Spreads & Syrups"
كوكوكولا لتر كوكوكولا,Soft Drinks & Juices,30,20,Laundry & Detergents
شهر زاد بسله بالج شهر,Vegetables & Fruits,36,22,"Nuts, Dates & Dried Fruits"
فاصولياء بيضاء المطبخ فاصولياء 350جم,"Rice, Pasta & Pulses",28,11,Cooking Ingredients
مايونيز هاينز مايونيز 285ج,"Sauces, Dressings & Condiments",29,6,Candles & Air Fresheners
ثوم من فيجيتا ميسترو، رام ثوم 25ج,Cooking Ingredients,11,22,"Nuts, Dates & Dried Fruits"
lion chips with cheese ram Chips 42g,Chips & Crackers,7,7,Chips & Crackers
danone light yoghurt Danone 170G,Dairy & Eggs,12,30,Soft Drinks & Juices
زنجبيل باب الشام زنجبيل 35جم,Cooking Ingredients,11,5,Breakfast Cereals & Bars
فول مدمس لبناني حدائق كاليفورنيا، فول 400جم عبوة,"Tins, Jars & Packets",35,34,"Tea, Coffee & Hot Drinks"
بخيره لتر 12 بخيره 1كجم كيس,Soft Drinks & Juices,30,35,"Tins, Jars & Packets"
boom boom energy drink Boom 250ml,Soft Drinks & Juices,30,30,Soft Drinks & Juices
الزهار جلاش الى الزهار 400جم,Bakery,1,19,"Jams, Spreads & Syrups"
كيك بالكريمه تويكيز كيك,Biscuits & Cakes,4,4,Biscuits & Cakes
سيترس منظف ارضيات سيترس,Cleaning Supplies,9,9,Cleaning Supplies
bon aroma gold instant coffee Bon 100g,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
عنب كريمسون عنب,Vegetables & Fruits,36,6,Candles & Air Fresheners
كانز كانز,Soft Drinks & Juices,30,6,Candles & Air Fresheners
كيرى بالقشطه 12ق كيرى,Dairy & Eggs,12,28,"Rice, Pasta & Pulses"
شيتوس كرانشى خطير بالجبن شيتوس,Chips & Crackers,7,11,Cooking Ingredients
سلايت زيت عباد سلايت 1.5لتر,Cooking Ingredients,11,6,Candles & Air Fresheners
عبد المعبود بن محوج غامق عبد 200جم,"Tea, Coffee & Hot Drinks",34,2,Beef & Lamb Meat
lamar guava drink Guava 1L,Soft Drinks & Juices,30,30,Soft Drinks & Juices
بسكويت اولكر بالتمر بسكويت 48جم,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
safi water 330m Safi,Water,38,30,Soft Drinks & Juices
مياه طبيعية حياة 9 قطع زجاجة 600مل زجاجة,Water,38,38,Water
bebeto jelly peach rings m Bebeto 80g,"Chocolates, Sweets & Desserts",8,5,Breakfast Cereals & Bars
chipsy kebab 89m Chipsy 99G Pack,Chips & Crackers,7,11,Cooking Ingredients
مياه طبيعية صافي مياه 660مل,Water,38,38,Water
ltr 1 pepsi Pepsi,Soft Drinks & Juices,30,30,Soft Drinks & Juices
البركة بيض احمر 15 ق البركة,Dairy & Eggs,12,5,Breakfast Cereals & Bars
تفاح ذهبي تقريبا تفاح ١كجم,Vegetables & Fruits,36,15,Fruits
برتقال بصرة وزن برتقال,Vegetables & Fruits,36,15,Fruits
صوص بيج تيستي صوص,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
علبه مخلل صغير علبه,"Tins, Jars & Packets",35,9,Cleaning Supplies
هوهوز كيك محشو كريمة الشيكولاتة هوهوز,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
راني أناناس حبيبات راني 240مل,Soft Drinks & Juices,30,28,"Rice, Pasta & Pulses"
halwani beef burger 8 picesc m Beef 400G,Beef & Processed Meat,3,3,Beef & Processed Meat
jacker tomato potato chips m Jacker 110g,Chips & Crackers,7,7,Chips & Crackers
tiger kabab potato chips 46 Tiger 50g,Chips & Crackers,7,11,Cooking Ingredients
اكوا فينا مياه اكوا 600مل,Water,38,38,Water
تبارك فاصوليا خضراء 300 تبارك,Vegetables & Fruits,36,36,Vegetables & Fruits
900 450 2 مانشو بريتزل بالجبنة الحارة 9.00 35جم,Chips & Crackers,7,11,Cooking Ingredients
atyab fun shape chicken nuggets Atyab 400g,Poultry,27,11,Cooking Ingredients
بيبسى دايت كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
green tea w mint 100 tagged Green,"Tea, Coffee & Hot Drinks",34,31,Stationary
صدور دجاج صدور,Poultry,27,3,Beef & Processed Meat
سناكس بيك ستكس جبنه 32 سناكس 36جم,Chips & Crackers,7,22,"Nuts, Dates & Dried Fruits"
cadbury dairy milk chocolate ram Cadbury 26g,"Chocolates, Sweets & Desserts",8,1,Bakery
لتر سولارين لتر,Soft Drinks & Juices,30,20,Laundry & Detergents
نستبه فانيليا وفراوله نستبه 850مل,"Chocolates, Sweets & Desserts",8,22,"Nuts, Dates & Dried Fruits"
فلفل مكسيكى اوليفيت فلفل,"Tins, Jars & Packets",35,30,Soft Drinks & Juices
themilkman light yogurt creamy natural m Yogurt 170G,Dairy & Eggs,12,11,Cooking Ingredients
شهد بانيه دجاج، 1 كيلو شهد,Poultry,27,3,Beef & Processed Meat
concentrated disinfectant liquid cleaner lavender scent Concentrated 250ml,Cleaning Supplies,9,20,Laundry & Detergents
بيبسي محمول بيبسي 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
unpainted natural circle ring pendant and connectors jewelry Pieces,Bakery,1,16,Furniture
lindor surtido chocolate m Surtido 200g,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
شيبسي تايجر سموكنج باربيكيو عائلي شيبسي,Chips & Crackers,7,32,Sugar & Home Baking
رويال اعشاب كمون وليمون 25ظرف رويال,"Tea, Coffee & Hot Drinks",34,19,"Jams, Spreads & Syrups"
جاروق رافال تعلب جاروق,"Personal Care, Skin & Body Care",25,19,"Jams, Spreads & Syrups"
نسكافية 3 1 نسكافية علبة,"Tea, Coffee & Hot Drinks",34,13,Disposables & Napkins
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
زيت عافيه ذره زيت 2.5لتر,Cooking Ingredients,11,6,Candles & Air Fresheners
كبد كبد,Poultry,27,3,Beef & Processed Meat
كوكس ملح طعام علبه كوكس 200جم,Cooking Ingredients,11,11,Cooking Ingredients
جهينه عصير بيور كوكتيل جهينه 235مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
بسكويت نستله فيتنس بالتفاح والقرفة بسكويت 30جم,Biscuits & Cakes,4,36,Vegetables & Fruits
nestle water Water 105l,Water,38,38,Water
lion spicy cheese chips 74 Spicy 84g,Chips & Crackers,7,11,Cooking Ingredients
جود كير ماسك طبى علبه 50 ق جود,"Personal Care, Skin & Body Care",25,25,"Personal Care, Skin & Body Care"
علبه مشكل لوكس 27 ق علبه,Sweets & Desserts,33,35,"Tins, Jars & Packets"
white bleach White 750ml,Cleaning Supplies,9,9,Cleaning Supplies
americana mix veg 7 ways Americana 400G,Vegetables & Fruits,36,37,Vegetables & Herbs
نستله مياة فوارة 795 qty نستله 240مل,Water,38,6,Candles & Air Fresheners
الطاهيه فول ساده رام الطاهيه 400ج,"Tins, Jars & Packets",35,28,"Rice, Pasta & Pulses"
بسكو مصر ويفر كاكاو بالشوكولاته بسكو,Biscuits & Cakes,4,4,Biscuits & Cakes
صوص بيج تيستي صوص,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
ويفر شوكولاتة نستله كيت كات بحبات التوت، 5 ويفر 19.5جم عبوة,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
علبه فول بالطحينه كبيره علبه,"Tins, Jars & Packets",35,34,"Tea, Coffee & Hot Drinks"
remia garlic dressing Remia 250ml,"Sauces, Dressings & Condiments",29,29,"Sauces, Dressings & Condiments"
taste pure chicken luncheon kg Taste,Beef & Processed Meat,3,27,Poultry
4795 4795 1 اريال منظف ملابس جل داوني 47.95 1.8لتر,Cleaning Supplies,9,9,Cleaning Supplies
regina pasta fusilli Regina 400g,"Rice, Pasta & Pulses",28,28,"Rice, Pasta & Pulses"
زمرا صويا صوص لايت 15 زمرا,"Sauces, Dressings & Condiments",29,5,Breakfast Cereals & Bars
لبن بخيره قطعه 2 12 2400 لبن ١لتر,Dairy & Eggs,12,5,Breakfast Cereals & Bars
mirinda orange drink Mirinda 250ml Can,Soft Drinks & Juices,30,30,Soft Drinks & Juices
1600 1600 1 اوكسي سائل أطباق 16.00 1لتر,Cleaning Supplies,9,30,Soft Drinks & Juices
فودي خل فودي 1لتر,"Sauces, Dressings & Condiments",29,20,Laundry & Detergents
ويفر بالشوكولاتة من ايليت ويفر,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
كاتشب ساشيت كاتشب,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
السنبلة خضروات مشكلة ذرة السنبلة 400جم,Vegetables & Fruits,36,37,Vegetables & Herbs
spinneys cooking oil Spinneys 750Ml,Cooking Ingredients,11,11,Cooking Ingredients
شنطه بلاستيك فينوس وسط شنطه,Furniture,16,22,"Nuts, Dates & Dried Fruits"
elano natural drinking water Drinking 600ml,Water,38,38,Water
كانز كانز,Soft Drinks & Juices,30,6,Candles & Air Fresheners
الاصلى طحينه الاصلى 450ج,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
تفاح احمر بولندي تقريبا تفاح ١كجم,Vegetables & Fruits,36,15,Fruits
brownie cookie Brownie,Biscuits & Cakes,4,4,Biscuits & Cakes
لاكتيل زبادي طبيعي، رام لاكتيل 120ج,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
سنيكرس لوح شوكولاتة 24 حبة سنيكرس 50جم,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
شيبس رقائق بطاطس بالجبنة شيبس,Chips & Crackers,7,11,Cooking Ingredients
helal bread basket palm large Bread,Bakery,1,1,Bakery
صوص بيج تستي صوص,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
كرواسون باللوز كرواسون,Bakery,1,7,Chips & Crackers
شوربه الدجاج بالشعريهمن ماجى شوربه,"Tins, Jars & Packets",35,3,Beef & Processed Meat
عرض كاتشب حار رامكاتشب بارد شيفى ميكس عرض 340ج,"Sauces, Dressings & Condiments",29,19,"Jams, Spreads & Syrups"
كركديه سودانى كركديه,"Tea, Coffee & Hot Drinks",34,8,"Chocolates, Sweets & Desserts"
ريحانة قمح رام ريحانة 500ج,"Rice, Pasta & Pulses",28,37,Vegetables & Herbs
taste luncheon beef kg Taste,Beef & Processed Meat,3,3,Beef & Processed Meat
qaleya mixed cooking oil Mixed 1L,Cooking Ingredients,11,11,Cooking Ingredients
مافن فواكه مافن,"Chocolates, Sweets & Desserts",8,13,Disposables & Napkins
اولكر دبو اولكر 20ج,Biscuits & Cakes,4,20,Laundry & Detergents
lميلكو زبادى طبيعى زبادى 75جم,Dairy & Eggs,12,8,"Chocolates, Sweets & Desserts"
color stain remover floral Stain 950ml,Cleaning Supplies,9,24,Perfumes & Deodorants
cocoa jumbo hohos cake 1pc Cocoa,Biscuits & Cakes,4,32,Sugar & Home Baking
كولد ستون كونو فانيليا 4 15 60 كولد,"Chocolates, Sweets & Desserts",8,0,Baby Care
بطاطس كرانشي بالشطة والليمون بطاطس 43جم,Chips & Crackers,7,2,Beef & Lamb Meat
عصير بيتى اناناس عصير 235مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
لونج شيبس طماطم لونج 75جم,Chips & Crackers,7,19,"Jams, Spreads & Syrups"
هاينز كاتشاب دوباك هاينز 285جم,"Sauces, Dressings & Condiments",29,8,"Chocolates, Sweets & Desserts"
جهينه عصير كلاسيك لتر علبه جهينه,Soft Drinks & Juices,30,22,"Nuts, Dates & Dried Fruits"
كونو ذرة فشار زبدة سايحة رام كونو 22ج,Chips & Crackers,7,28,"Rice, Pasta & Pulses"
dasani natural w Dasani,Water,38,20,Laundry & Detergents
الضحى فلفل قرون الضحى 55جم,Cooking Ingredients,11,22,"Nuts, Dates & Dried Fruits"
مانجو كيت 1ك مانجو,Vegetables & Fruits,36,6,Candles & Air Fresheners
تيارا زيتون كالاماتا تيارا 660جم,"Tins, Jars & Packets",35,23,Party Supplies And Gifts
كوكاكولا بلاستيك كوكاكولا 2.45لتر,Soft Drinks & Juices,30,7,Chips & Crackers
جبنه جوده ساده قرص صغير وزن جبنه,Dairy & Eggs,12,30,Soft Drinks & Juices
فراخ فريش فراخ,Poultry,27,3,Beef & Processed Meat
سبينيس مفروم بقري قليل الدسم سبينيس,Beef & Processed Meat,3,22,"Nuts, Dates & Dried Fruits"
calnort dehydrated chicken noodle soup m Dehydrated 66g,"Tins, Jars & Packets",35,11,Cooking Ingredients
deemah dates bar biscuits ram 24 count Deemah 75G,Biscuits & Cakes,4,4,Biscuits & Cakes
هيلثى حليب كامل ا 850 2 1700 هيلثى,Dairy & Eggs,12,5,Breakfast Cereals & Bars
فريش كبد فراخ 48 111 5352 فريش,Poultry,27,22,"Nuts, Dates & Dried Fruits"
معالق شوك سكاكين بلاستيك شفاف 50 ق معالق,Furniture,16,18,Home Appliances
عصير البرتقال والجزر عصير,Soft Drinks & Juices,30,30,Soft Drinks & Juices
كتاكيتو بندق 5ق كتاكيتو,Biscuits & Cakes,4,34,"Tea, Coffee & Hot Drinks"
اريال جيل لافندر 25 عرض 21 اريال,Cleaning Supplies,9,18,Home Appliances
بيبسى 330 م كانز بيبسى,Soft Drinks & Juices,30,22,"Nuts, Dates & Dried Fruits"
ريد بول كانز ريد 250مل,Soft Drinks & Juices,30,6,Candles & Air Fresheners
chipsy super potato chips cheddar mix ram Chipsy 48g,Chips & Crackers,7,7,Chips & Crackers
مقشرة بطاطس طويلة بلاستيك مقشرة,Furniture,16,3,Beef & Processed Meat
طحينة طحينة علبة,"Condiments, Dressings & Marinades",10,35,"Tins, Jars & Packets"
cocacola medium 1 Medium,Soft Drinks & Juices,30,11,Cooking Ingredients
كتاكيتو شمعدان 12 ق كتاكيتو علبة,Biscuits & Cakes,4,23,Party Supplies And Gifts
كولا اصلي كانز كولا,Soft Drinks & Juices,30,8,"Chocolates, Sweets & Desserts"
علبه باذنجان مخلل علبه,"Tins, Jars & Packets",35,22,"Nuts, Dates & Dried Fruits"
angus beef sirlo Angus,Beef & Processed Meat,3,3,Beef & Processed Meat
كراوية كراوية كيس,"Tea, Coffee & Hot Drinks",34,35,"Tins, Jars & Packets"
راز كب كيك ذهبى محشو كريمة راز,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
العميد بن وسط مع هيل العميد 200جم,"Tea, Coffee & Hot Drinks",34,2,Beef & Lamb Meat
كوكيز بسكويت بالحليب كوكيز 15جم,Biscuits & Cakes,4,4,Biscuits & Cakes
ماكس زجاجه فتنيس ماكس,Furniture,16,30,Soft Drinks & Juices
زهره لبنان خبز زهره,Bakery,1,8,"Chocolates, Sweets & Desserts"
هاينز صلصه طماطم برطمان رام خصم 10 هاينز 360ج,"Tins, Jars & Packets",35,28,"Rice, Pasta & Pulses"
زيت عباد زيت 750مل,Cooking Ingredients,11,6,Candles & Air Fresheners
egyptian hot chilli paste Egyptian 250g,"Tins, Jars & Packets",35,11,Cooking Ingredients
عجينة سمبوسك المراعي عجينة 500جم,Bakery,1,11,Cooking Ingredients
isis anise Isis,"Tea, Coffee & Hot Drinks",34,33,Sweets & Desserts
كوكيز زبدة رويال كوكيز 454جم,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
sunbulah puff pastry block Puff 400g,Bakery,1,32,Sugar & Home Baking
كرانشى بطاطس جبنه متبله 76 كرانشى 80ج,Chips & Crackers,7,11,Cooking Ingredients
1053 1053 كانز بيبسي 1 10.53,Soft Drinks & Juices,30,30,Soft Drinks & Juices
ميلكي مان حليب بالتمر ميلكي,Dairy & Eggs,12,8,"Chocolates, Sweets & Desserts"
نسكافيه 13 بندق ظرف نسكافيه 18جم,"Tea, Coffee & Hot Drinks",34,22,"Nuts, Dates & Dried Fruits"
بسمة بسلة بالجزر بسمة,Vegetables & Fruits,36,2,Beef & Lamb Meat
sugar free hard caramel chocolate candies m Sugar 60g,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
elano natural drinking water 12 x itre Drinking 1.5L,Water,38,38,Water
lazah green beans ram Green 400G,Vegetables & Fruits,36,2,Beef & Lamb Meat
organic quinoa approx weight Organic 500g,"Rice, Pasta & Pulses",28,11,Cooking Ingredients
juhayna classic Juhayna,Dairy & Eggs,12,30,Soft Drinks & Juices
hyperone croissant with thyme Hyperone,Bakery,1,11,Cooking Ingredients
هارفست فول دمياطي مدمس بالزيت والكمون والليمون هارفست 400جم,"Tins, Jars & Packets",35,37,Vegetables & Herbs
بسمة بامية زيرو بسمة 400جم,Vegetables & Fruits,36,19,"Jams, Spreads & Syrups"
sunshine frozen green beans ram Sunshine 400G,Vegetables & Fruits,36,11,Cooking Ingredients
swiss choice pane Swiss 1kg,Poultry,27,3,Beef & Processed Meat
al tahya basmati rice Tahya 1kg,"Rice, Pasta & Pulses",28,28,"Rice, Pasta & Pulses"
lion sweet chili chips 74 Sweet 84g,Chips & Crackers,7,7,Chips & Crackers
عبدالمعبود بن ساده رام عبدالمعبود 200ج,"Tea, Coffee & Hot Drinks",34,2,Beef & Lamb Meat
برجر جامبو برجر,Beef & Processed Meat,3,20,Laundry & Detergents
فانتا توت مكس فانتا 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
رويال شاي رويال,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
بوادى طحينه بوادى 560ج,"Sauces, Dressings & Condiments",29,30,Soft Drinks & Juices
فيروز شعير تفاح بطيخ فيروز 970مل,Soft Drinks & Juices,30,22,"Nuts, Dates & Dried Fruits"
هينة لبن15ل 22.50 22.50ج,Dairy & Eggs,12,2,Beef & Lamb Meat
داردينو كاتشب داردينو,"Sauces, Dressings & Condiments",29,20,Laundry & Detergents
الاندلس كابوتشا قطعه الاندلس,Vegetables & Fruits,36,8,"Chocolates, Sweets & Desserts"
delicious mixed vegetables Mixed 400g,Vegetables & Fruits,36,37,Vegetables & Herbs
crunchos ketchup potato stix Crunchos 45g,Chips & Crackers,7,11,Cooking Ingredients
لبان ترايدنت لبان 14.5جم,"Chocolates, Sweets & Desserts",8,2,Beef & Lamb Meat
superb chicen pane Superb 1kg,Poultry,27,32,Sugar & Home Baking
كوكاكولا مشروب غازى بلاستيك كوكاكولا,Soft Drinks & Juices,30,30,Soft Drinks & Juices
لواكر بكريمه البندق لواكر 20جم,Biscuits & Cakes,4,2,Beef & Lamb Meat
lindt milk choco white r Choco 100G,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
el leheimy meat cubes Meat 1kg,Beef & Processed Meat,3,2,Beef & Lamb Meat
المحلاوي فلفل اخضر المحلاوي,Vegetables & Fruits,36,36,Vegetables & Fruits
شيتوس بفس شيتوس 27جم,Chips & Crackers,7,19,"Jams, Spreads & Syrups"
المطبخ عدس بني المطبخ 350جم,"Rice, Pasta & Pulses",28,11,Cooking Ingredients
بل دير مشروب غازي بطعم التروبيكال بل 275مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
أكوافينا مياه أكوافينا 1.5لتر,Water,38,38,Water
spicy pretzel munchos crackers Spicy,Chips & Crackers,7,7,Chips & Crackers
اولكر بسكويت محشو بالتمرنباتي 4قطع اولكر,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
ليبتون شاى اخضر لانعناع 25فتله ليبتون,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
فانش منظف غسالة الصحون فانش 250مل,Cleaning Supplies,9,9,Cleaning Supplies
دومتى تتراباك بلس دومتى,Dairy & Eggs,12,8,"Chocolates, Sweets & Desserts"
نيوزلاندا الحلوب سمن طبيعى نيوزلاندا 700ج,Cooking Ingredients,11,11,Cooking Ingredients
اسبرت بلاستيك اسبرت 950مل,Furniture,16,3,Beef & Processed Meat
العبد طبق لديده العبد,Bakery,1,3,Beef & Processed Meat
ايطاليانو مكرونة اسباجتى 40 925 3 2775 ايطاليانو,"Rice, Pasta & Pulses",28,28,"Rice, Pasta & Pulses"
local beef sausage low fat Beef 300g,Beef & Processed Meat,3,3,Beef & Processed Meat
كورونا شكولاتة دارك 700 1 700 كورونا ٣٥جم,"Chocolates, Sweets & Desserts",8,22,"Nuts, Dates & Dried Fruits"
xlarge floor cleaner and freshener peach scent iter And 2L,Cleaning Supplies,9,24,Perfumes & Deodorants
علبه طحينه علبه,"Condiments, Dressings & Marinades",10,23,Party Supplies And Gifts
اوريو بسكويت الكاكاو بكريمه اوريو,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
heinz hot ketchup Heinz 200g,"Sauces, Dressings & Condiments",29,11,Cooking Ingredients
عصير جهينه اناناس عصير 235مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
كرواسون شيكولا xxl كرواسون,Bakery,1,7,Chips & Crackers
